	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene																															
MT-CO3	1.70E-63	-0.761733006	0.665	0.955	6.56E-59	Neutrophils	MT-CO3																															
FABP5.1	3.88E-32	-0.761784453	0.641	0.272	1.50E-27	Plasmablast	FABP5																															
SLIRP.3	4.26E-42	-0.762384925	0.102	0.359	1.65E-37	mQuiescDC	SLIRP																															
COX6B1.1	1.25E-91	-0.762597558	0.136	0.64	4.82E-87	Neutrophils	COX6B1																															
UBE2N.4	6.78E-58	-0.76335061	0.017	0.311	2.62E-53	Neutrophils	UBE2N																															
HADHA.1	3.76E-62	-0.764242521	0.013	0.32	1.45E-57	Neutrophils	HADHA																															
TSTD1.1	8.17E-53	-0.764936645	0.026	0.309	3.16E-48	Neutrophils	TSTD1																															
CNIH1.1	2.49E-55	-0.766019517	0.01	0.288	9.63E-51	Neutrophils	CNIH1																															
PPP1CC.2	3.98E-59	-0.766045878	0.019	0.318	1.54E-54	Neutrophils	PPP1CC																															
AUP1.2	9.00E-66	-0.766775273	0.023	0.351	3.48E-61	Neutrophils	AUP1																															
RPL22L1.2	7.59E-61	-0.767683028	0.042	0.366	2.93E-56	Neutrophils	RPL22L1																															
MT-ND6.1	4.25E-36	-0.768368917	0.19	0.467	1.64E-31	mQuiescDC	MT-ND6																															
ECHS1	8.93E-53	-0.768696718	0.009	0.275	3.45E-48	Neutrophils	ECHS1																															
DNAJC19	3.35E-51	-0.76998182	0.004	0.261	1.30E-46	Neutrophils	DNAJC19																															
MPG	4.65E-54	-0.770124484	0.006	0.275	1.80E-49	Neutrophils	MPG																															
NDUFA5	3.73E-56	-0.770483082	0.014	0.299	1.44E-51	Neutrophils	NDUFA5																															
ARGLU1.2	3.51E-48	-0.77106051	0.079	0.354	1.36E-43	mQuiescDC	ARGLU1																															
NBDY	2.23E-51	-0.77141045	0.007	0.267	8.64E-47	Neutrophils	NBDY																															
MT-ND5.1	8.92E-42	-0.772134613	0.489	0.789	3.45E-37	mQuiescDC	MT-ND5																															
PRDX4.4	1.89E-53	-0.772969725	0.017	0.295	7.30E-49	Neutrophils	PRDX4																															
CCDC124	1.87E-52	-0.775560154	0.006	0.269	7.25E-48	Neutrophils	CCDC124																															
MESD	5.80E-52	-0.775874749	0.006	0.267	2.24E-47	Neutrophils	MESD																															
KRTCAP2.1	2.18E-53	-0.77601534	0.127	0.446	8.41E-49	mQuiescDC	KRTCAP2																															
SNRNP70.1	8.68E-61	-0.776612796	0.013	0.315	3.36E-56	Neutrophils	SNRNP70																															
TMED2.1	3.54E-72	-0.77783485	0.045	0.414	1.37E-67	Neutrophils	TMED2																															
SDF4	3.41E-62	-0.778148102	0.012	0.317	1.32E-57	Neutrophils	SDF4																															
CCT5	1.74E-53	-0.77819544	0.017	0.295	6.74E-49	Neutrophils	CCT5																															
C9orf16	4.31E-84	-0.778298076	0.046	0.456	1.67E-79	Neutrophils	C9orf16																															
SOD1.4	1.08E-61	-0.778932254	0.204	0.57	4.18E-57	mQuiescDC	SOD1																															
KMT2E	1.27E-51	-0.779380228	0.079	0.366	4.92E-47	mQuiescDC	KMT2E																															
AKR1A1.7	2.20E-61	-0.779497591	0.013	0.317	8.51E-57	Neutrophils	AKR1A1																															
RGS10.14	1.43E-54	-0.780290749	0.023	0.309	5.54E-50	Neutrophils	RGS10																															
TMED9.2	3.25E-64	-0.780726201	0.028	0.354	1.26E-59	Neutrophils	TMED9																															
SNX17	7.05E-56	-0.781032123	0.007	0.285	2.72E-51	Neutrophils	SNX17																															
IMPDH2	6.62E-50	-0.781682545	0.007	0.261	2.56E-45	Neutrophils	IMPDH2																															
HSPE1.1	1.70E-49	-0.783234131	0.171	0.487	6.57E-45	mQuiescDC	HSPE1																															
UBA52	7.59E-74	-0.783722631	0.319	0.822	2.93E-69	Neutrophils	UBA52																															
HP1BP3.1	1.81E-65	-0.784233834	0.016	0.337	7.01E-61	Neutrophils	HP1BP3																															
MRPL54.2	5.38E-58	-0.787377912	0.006	0.29	2.08E-53	Neutrophils	MRPL54																															
VMP1.1	1.63E-43	-0.787577604	0.073	0.331	6.30E-39	mQuiescDC	VMP1																															
YWHAE.4	9.12E-74	-0.788172085	0.055	0.437	3.53E-69	Neutrophils	YWHAE																															
MRPL14	9.31E-57	-0.788549469	0.019	0.31	3.60E-52	Neutrophils	MRPL14																															
PSMA5.1	2.99E-59	-0.788664195	0.013	0.309	1.16E-54	Neutrophils	PSMA5																															
RAD23A.1	1.14E-70	-0.788895192	0.026	0.373	4.40E-66	Neutrophils	RAD23A																															
VPS28.1	8.31E-84	-0.790203672	0.043	0.451	3.21E-79	Neutrophils	VPS28																															
RNF213.4	7.37E-45	-0.790794357	0.099	0.376	2.85E-40	mQuiescDC	RNF213																															
DNAJC15.3	9.44E-55	-0.792250282	0.01	0.286	3.65E-50	Neutrophils	DNAJC15																															
SARAF.9	5.39E-49	-0.7926689	0.245	0.578	2.09E-44	mQuiescDC	SARAF																															
TMCO1	1.59E-64	-0.792740061	0.019	0.339	6.16E-60	Neutrophils	TMCO1																															
ETFB	2.67E-49	-0.793170834	0.01	0.264	1.03E-44	Neutrophils	ETFB																															
UBB.1	5.51E-99	-0.794169454	0.143	0.666	2.13E-94	Neutrophils	UBB																															
EIF4G2	1.41E-87	-0.794755116	0.055	0.482	5.45E-83	Neutrophils	EIF4G2																															
MLEC.2	2.44E-55	-0.794870949	0.007	0.283	9.42E-51	Neutrophils	MLEC																															
NME3	2.02E-56	-0.798224802	0.007	0.287	7.82E-52	Neutrophils	NME3																															
HCFC1R1.2	6.39E-51	-0.79874392	0.016	0.28	2.47E-46	Neutrophils	HCFC1R1																															
TOMM22.2	5.55E-58	-0.799674226	0.016	0.309	2.15E-53	Neutrophils	TOMM22																															
GTF3A.1	3.27E-65	-0.799935534	0.022	0.347	1.26E-60	Neutrophils	GTF3A																															
IFI27L2.4	4.27E-54	-0.800092939	0.013	0.289	1.65E-49	Neutrophils	IFI27L2																															
LSM4.2	3.91E-59	-0.800180216	0.022	0.325	1.51E-54	Neutrophils	LSM4																															
SSR2	1.02E-91	-0.802586056	0.075	0.533	3.96E-87	Neutrophils	SSR2																															
HSPA5.4	3.25E-52	-0.802972042	0.118	0.428	1.26E-47	mQuiescDC	HSPA5																															
CCT8.2	8.80E-59	-0.80358819	0.016	0.312	3.40E-54	Neutrophils	CCT8																															
NDUFB9.2	1.16E-53	-0.803719879	0.159	0.478	4.49E-49	mQuiescDC	NDUFB9																															
TOMM5.1	2.06E-52	-0.805338998	0.007	0.271	7.95E-48	Neutrophils	TOMM5																															
UQCRC1.3	1.24E-61	-0.805926781	0.016	0.323	4.81E-57	Neutrophils	UQCRC1																															
ARL6IP5.5	6.20E-80	-0.807855525	0.039	0.431	2.40E-75	Neutrophils	ARL6IP5																															
ESD	7.23E-52	-0.808181001	0.013	0.279	2.80E-47	Neutrophils	ESD																															
HSD17B10.1	1.87E-50	-0.808203738	0.006	0.26	7.23E-46	Neutrophils	HSD17B10																															
PSMG2.2	4.58E-56	-0.810835433	0.006	0.283	1.77E-51	Neutrophils	PSMG2																															
TXNIP.11	7.55E-41	-0.810913861	0.19	0.479	2.92E-36	mQuiescDC	TXNIP																															
RBM39.2	8.48E-65	-0.813519295	0.114	0.463	3.28E-60	mQuiescDC	RBM39																															
LUC7L3.1	8.68E-67	-0.814177252	0.017	0.344	3.36E-62	Neutrophils	LUC7L3																															
RPS9	1.53E-67	-0.814485091	0.442	0.866	5.92E-63	Neutrophils	RPS9																															
KTN1.2	3.56E-48	-0.817822157	0.086	0.358	1.37E-43	mQuiescDC	KTN1																															
RAB11B	1.02E-59	-0.818827875	0.009	0.302	3.93E-55	Neutrophils	RAB11B																															
HSP90B1.7	1.63E-51	-0.819987	0.194	0.521	6.29E-47	mQuiescDC	HSP90B1																															
LSM5.3	5.91E-61	-0.822525744	0.017	0.323	2.29E-56	Neutrophils	LSM5																															
COPS6	9.75E-63	-0.822730603	0.012	0.319	3.77E-58	Neutrophils	COPS6																															
SEC62.2	1.27E-62	-0.822851344	0.114	0.448	4.91E-58	mQuiescDC	SEC62																															
NAXE	5.52E-52	-0.823514083	0.007	0.27	2.14E-47	Neutrophils	NAXE																															
CCNI.1	5.06E-93	-0.824564282	0.117	0.611	1.96E-88	Neutrophils	CCNI																															
SFPQ	1.95E-67	-0.825187953	0.022	0.355	7.55E-63	Neutrophils	SFPQ																															
ACP1.1	3.99E-60	-0.825225467	0.014	0.314	1.54E-55	Neutrophils	ACP1																															
CSDE1	2.91E-85	-0.827235614	0.038	0.442	1.12E-80	Neutrophils	CSDE1																															
LUC7L3.2	2.56E-54	-0.827985216	0.055	0.344	9.88E-50	mQuiescDC	LUC7L3																															
METTL26	2.91E-64	-0.828294348	0.025	0.348	1.13E-59	Neutrophils	METTL26																															
SIVA1.3	2.95E-68	-0.828500471	0.028	0.368	1.14E-63	Neutrophils	SIVA1																															
CORO1B.4	3.12E-56	-0.829923913	0.013	0.297	1.21E-51	Neutrophils	CORO1B																															
CALM1	1.74E-94	-0.830015627	0.143	0.653	6.74E-90	Neutrophils	CALM1																															
RBX1.4	1.18E-83	-0.832377279	0.048	0.455	4.55E-79	Neutrophils	RBX1																															
MRPS34.1	7.19E-65	-0.832614459	0.019	0.34	2.78E-60	Neutrophils	MRPS34																															
AKAP9.1	4.72E-48	-0.834130095	0.047	0.306	1.83E-43	mQuiescDC	AKAP9																															
SRSF7.5	3.08E-60	-0.8347032	0.12	0.451	1.19E-55	mQuiescDC	SRSF7																															
TBCA.1	7.56E-92	-0.835279962	0.042	0.472	2.92E-87	Neutrophils	TBCA																															
ERH.2	2.39E-85	-0.838286073	0.049	0.465	9.24E-81	Neutrophils	ERH																															
JTB	4.84E-89	-0.839700249	0.039	0.458	1.87E-84	Neutrophils	JTB																															
MT-ND6	4.85E-67	-0.840888776	0.087	0.467	1.87E-62	Neutrophils	MT-ND6																															
CAPN2	1.58E-49	-0.841345896	0.006	0.257	6.11E-45	Neutrophils	CAPN2																															
TRIR.1	1.25E-100	-0.841458797	0.061	0.532	4.84E-96	Neutrophils	TRIR																															
MT-ND1	5.82E-61	-0.842172537	0.51	0.879	2.25E-56	Neutrophils	MT-ND1																															
MRPL57.2	2.94E-72	-0.843110925	0.022	0.371	1.14E-67	Neutrophils	MRPL57																															
CD74.11	1.62E-35	-0.84328134	0.878	0.616	6.25E-31	IgA mature	CD74																															
OCIAD2.4	9.98E-54	-0.844473703	0.019	0.298	3.86E-49	Neutrophils	OCIAD2																															
DDX24	6.16E-73	-0.844904747	0.028	0.383	2.38E-68	Neutrophils	DDX24																															
NDUFB5	3.43E-60	-0.845789277	0.013	0.312	1.33E-55	Neutrophils	NDUFB5																															
CTNNB1	2.14E-51	-0.84618983	0.007	0.267	8.28E-47	Neutrophils	CTNNB1																															
NDUFAF3.2	8.64E-69	-0.847325135	0.02	0.356	3.34E-64	Neutrophils	NDUFAF3																															
PSMB7.1	3.11E-59	-0.848316244	0.012	0.306	1.20E-54	Neutrophils	PSMB7																															
BUB3.2	1.36E-52	-0.849712769	0.012	0.279	5.26E-48	Neutrophils	BUB3																															
AURKAIP1.2	8.58E-77	-0.851829108	0.032	0.405	3.32E-72	Neutrophils	AURKAIP1																															
GDI2.5	1.66E-75	-0.85271089	0.029	0.396	6.43E-71	Neutrophils	GDI2																															
PPP2R1A	8.99E-60	-0.854236321	0.016	0.316	3.48E-55	Neutrophils	PPP2R1A																															
HMGB1.5	1.25E-67	-0.854333732	0.312	0.696	4.82E-63	mQuiescDC	HMGB1																															
MBNL1.1	1.66E-63	-0.85539865	0.023	0.344	6.40E-59	Neutrophils	MBNL1																															
LSM2.2	8.47E-63	-0.855483379	0.016	0.327	3.28E-58	Neutrophils	LSM2																															
SPCS1.2	1.81E-91	-0.856232317	0.051	0.487	7.01E-87	Neutrophils	SPCS1																															
HNRNPDL.1	2.54E-95	-0.857711826	0.061	0.516	9.80E-91	Neutrophils	HNRNPDL																															
PDCD5.1	4.82E-66	-0.858943443	0.02	0.347	1.86E-61	Neutrophils	PDCD5																															
CDK2AP2.2	1.64E-56	-0.860244164	0.01	0.293	6.32E-52	Neutrophils	CDK2AP2																															
COX6C.3	5.72E-36	-0.860382645	0.356	0.657	2.21E-31	mQuiescDC	COX6C																															
DRAP1.3	5.64E-87	-0.862510605	0.041	0.454	2.18E-82	Neutrophils	DRAP1																															
DNAJB1.2	1.29E-49	-0.863769974	0.076	0.361	5.00E-45	mQuiescDC	DNAJB1																															
KTN1.1	9.56E-71	-0.865044787	0.017	0.358	3.70E-66	Neutrophils	KTN1																															
SNRPC.1	8.58E-63	-0.865455921	0.02	0.334	3.32E-58	Neutrophils	SNRPC																															
PDIA4.2	2.49E-55	-0.8659488	0.012	0.291	9.62E-51	Neutrophils	PDIA4																															
MICOS13	8.97E-56	-0.866170342	0.012	0.293	3.47E-51	Neutrophils	MICOS13																															
PLD3.8	2.10E-57	-0.866235997	0.01	0.296	8.12E-53	Neutrophils	PLD3																															
STOML2.1	3.36E-55	-0.868469298	0.001	0.271	1.30E-50	Neutrophils	STOML2																															
CLNS1A	1.28E-57	-0.868724635	0.009	0.294	4.96E-53	Neutrophils	CLNS1A																															
PSMD2	6.60E-53	-0.868763857	0.006	0.27	2.55E-48	Neutrophils	PSMD2																															
TMEM256.2	1.13E-58	-0.869563666	0.007	0.295	4.38E-54	Neutrophils	TMEM256																															
COA3	2.25E-57	-0.869867137	0.006	0.288	8.70E-53	Neutrophils	COA3																															
EIF3I.2	1.37E-67	-0.869979667	0.02	0.352	5.28E-63	Neutrophils	EIF3I																															
MT-ND1.1	9.84E-53	-0.870096355	0.626	0.879	3.80E-48	mQuiescDC	MT-ND1																															
ATP5MG.3	2.52E-111	-0.870326193	0.132	0.682	9.75E-107	Neutrophils	ATP5MG																															
TMEM147.2	5.27E-62	-0.871657528	0.01	0.314	2.04E-57	Neutrophils	TMEM147																															
TMEM59.1	1.88E-66	-0.872407645	0.142	0.501	7.27E-62	mQuiescDC	TMEM59																															
PCBP2	6.75E-88	-0.872485914	0.129	0.613	2.61E-83	Neutrophils	PCBP2																															
CLTA.7	4.67E-79	-0.873214617	0.048	0.442	1.81E-74	Neutrophils	CLTA																															
AP2S1.11	2.19E-76	-0.873378021	0.042	0.422	8.47E-72	Neutrophils	AP2S1																															
PRMT2	5.53E-62	-0.874797641	0.012	0.316	2.14E-57	Neutrophils	PRMT2																															
LSM8.2	1.64E-66	-0.876161806	0.01	0.329	6.34E-62	Neutrophils	LSM8																															
GNAS.3	1.11E-47	-0.877395002	0.145	0.437	4.30E-43	mQuiescDC	GNAS																															
NCL.2	9.68E-89	-0.878729938	0.077	0.525	3.74E-84	Neutrophils	NCL																															
GPX4.8	7.85E-91	-0.881798902	0.119	0.6	3.04E-86	Neutrophils	GPX4																															
DUSP1.18	1.33E-39	-0.882525051	0.159	0.433	5.13E-35	mQuiescDC	DUSP1																															
ILF2.1	3.26E-63	-0.883564018	0.016	0.329	1.26E-58	Neutrophils	ILF2																															
CCT4	2.68E-66	-0.885371166	0.019	0.345	1.04E-61	Neutrophils	CCT4																															
SET.3	2.27E-72	-0.885633343	0.023	0.374	8.76E-68	Neutrophils	SET																															
MRPL41.1	5.83E-78	-0.886061792	0.017	0.383	2.25E-73	Neutrophils	MRPL41																															
SYNGR2.11	1.92E-57	-0.891659443	0.025	0.322	7.43E-53	Neutrophils	SYNGR2																															
CALU.1	2.90E-50	-0.891802723	0.009	0.265	1.12E-45	Neutrophils	CALU																															
HSPD1.1	6.10E-76	-0.892039024	0.041	0.418	2.36E-71	Neutrophils	HSPD1																															
SNRPB2.1	9.70E-64	-0.895741741	0.013	0.325	3.75E-59	Neutrophils	SNRPB2																															
MEAF6	8.49E-61	-0.895980527	0.007	0.304	3.28E-56	Neutrophils	MEAF6																															
PNISR.1	4.22E-80	-0.896673681	0.032	0.415	1.63E-75	Neutrophils	PNISR																															
SEC11C.4	1.70E-52	-0.897521665	0.014	0.285	6.56E-48	Neutrophils	SEC11C																															
RBBP4.2	3.92E-58	-0.899700129	0.004	0.287	1.52E-53	Neutrophils	RBBP4																															
COMMD6.2	9.27E-108	-0.901289499	0.088	0.601	3.58E-103	Neutrophils	COMMD6																															
NONO	8.90E-66	-0.902591608	0.013	0.332	3.44E-61	Neutrophils	NONO																															
AKAP9	5.17E-61	-0.903534358	0.009	0.306	2.00E-56	Neutrophils	AKAP9																															
ROMO1.1	1.33E-84	-0.905210735	0.042	0.45	5.15E-80	Neutrophils	ROMO1																															
P4HB.4	9.65E-80	-0.9058925	0.064	0.472	3.73E-75	Neutrophils	P4HB																															
TCEAL4.3	4.54E-53	-0.905926938	0.009	0.276	1.76E-48	Neutrophils	TCEAL4																															
RPL27A	6.73E-59	-0.906058886	0.479	0.737	2.60E-54	Inflam Mac	RPL27A																															
EIF5B	4.43E-63	-0.906688468	0.01	0.318	1.71E-58	Neutrophils	EIF5B																															
SNRPB.4	4.03E-75	-0.906899878	0.033	0.403	1.56E-70	Neutrophils	SNRPB																															
SLIRP.2	2.08E-65	-0.90926938	0.029	0.359	8.06E-61	Neutrophils	SLIRP																															
PSMB6.2	8.60E-78	-0.910482891	0.029	0.403	3.32E-73	Neutrophils	PSMB6																															
IDH2.3	3.26E-57	-0.911990442	0.013	0.3	1.26E-52	Neutrophils	IDH2																															
MDH1.2	1.13E-61	-0.912629135	0.009	0.31	4.36E-57	Neutrophils	MDH1																															
ATP5IF1.2	4.48E-91	-0.913617277	0.045	0.474	1.73E-86	Neutrophils	ATP5IF1																															
OCIAD2.5	9.19E-50	-0.914851527	0.031	0.298	3.55E-45	mQuiescDC	OCIAD2																															
MT-CYB	1.02E-74	-0.915489012	0.599	0.93	3.96E-70	Neutrophils	MT-CYB																															
NDUFC1	6.61E-78	-0.917290223	0.026	0.399	2.55E-73	Neutrophils	NDUFC1																															
PSMB5	2.82E-61	-0.920459802	0.014	0.319	1.09E-56	Neutrophils	PSMB5																															
SNRPE.2	3.82E-68	-0.921663645	0.029	0.369	1.48E-63	Neutrophils	SNRPE																															
RNH1.5	4.84E-71	-0.921868744	0.016	0.356	1.87E-66	Neutrophils	RNH1																															
